"","course_instructor","course_name","course_rating","course_university","course_review_num","course_desc","course_url","course_provider","course_price"
"363","Brian Jackson","GIMP for Beginners: Book Covers and Free Graphic Design",10,"","17 reviews","An introduction to the free GIMP graphics design tool focusing on the creation of book covers for self-publishing","https://www.coursetalk.com/providers/udemy/courses/gimp-for-beginners-book-covers-and-free-graphic-design","Udemy","$49.00"
"364","Danny Merriman","THE SLAP BASS FORMULA",10,"","17 reviews","DEVELOP YOUR SLAP STYLE & PLAY LIKE THE PROS!!!","https://www.coursetalk.com/providers/udemy/courses/the-slap-bass-formula","Udemy","$97.00"
"365","John Colley","Social Media Strategy for Content Marketing",10,"","17 reviews","Content Marketing Strategy PLUS Social Media - Optimise your B2B Marketing Strategy with Content and Social Media","https://www.coursetalk.com/providers/udemy/courses/social-media-strategy-the-crucial-steps-you-need-to-know","Udemy","$97.00"
"366","Jacob L. Wright","The Bible's Prehistory, Purpose, and Political Future",10,"Emory University","17 reviews","How and why was the Bible written? Drawing on the latest archeological research and a wide range of comparative texts, this course synthesizes fascinating recent research in biblical studies and presents a powerful new thesis: Facing catastrophic defeat, the biblical authors created a new form of community—what today we would call ""peoplehood."" Their achievements bear directly on modern questions of politics, economics, and theology.","https://www.coursetalk.com/providers/coursera/courses/the-bibles-prehistory-purpose-and-political-future","Coursera","Free"
"367","Brett Wash","Making Mobile Apps - iPhone iPad iOS FAST TRACK TO 'PROFIT'",10,"","17 reviews","Avoid mistakes 99% make. The steps I took to reach my first $500 day with apps. LIVE EXAMPLES. FREE SOURCE CODE INCLUDED","https://www.coursetalk.com/providers/udemy/courses/making-mobile-apps-iphone-ipad-ios-fast-track-to-profit","Udemy","$47.00"
"368","Jon Yon","New Business Essentials for Startups and Entrepreneurs",10,"","17 reviews","Learn the Mindset, Psychology and Attitude of ‘Winners’: Plus Startup Fundamentals and Easy-To-Use Business Principles.","https://www.coursetalk.com/providers/udemy/courses/new-business-essentials-for-startups-and-entrepreneurs","Udemy","$199.00"
"369","Alex Genadinik","Affiliate Marketing",10,"","17 reviews","Best affiliate marketing training: strategies to make money with affiliate marketing passive income business for 2015","https://www.coursetalk.com/providers/udemy/courses/affiliate-marketing-1","Udemy","$199.00"
"370","Thomas Popp","How To Put A Microphone On Talent",10,"","17 reviews","Your project will look better the moment it sounds better! Learn to use lavaliers correctly as well as tools for the job","https://www.coursetalk.com/providers/udemy/courses/how-to-put-a-microphone-on-talent","Udemy","$50.00"
"371","Eliot Arntz, Jed Hastwell, Mr. John Azzi","The Complete iOS Game Course - Build a Flappy Bird Clone",10,"","17 reviews","Over 350+ videos taking you step-by-step through process of building 8+ different applications using Sprite Kit","https://www.coursetalk.com/providers/udemy/courses/the-complete-ios-game-course-build-a-flappy-bird-clone","Udemy","$300.00"
"372","Eric Campbell","Simple and Effective: Create Your Own $9,765 Ebay Business!",10,"","17 reviews","This straightforward course will teach you everything you need to know to start a profitable Ebay business. No fluff","https://www.coursetalk.com/providers/udemy/courses/simple-and-effective-create-your-own-9765-ebay-business","Udemy","$99.00"
"373","Nick Loper","Virtual Assistant: Find, Hire, Train, and Manage",10,"","17 reviews","Work smarter, not harder: Learn how to win the war against ""Entrepreneurial Overwhelm"" with virtual assistants.","https://www.coursetalk.com/providers/udemy/courses/virtual-assistant-find-hire-train-and-manage","Udemy","$89.00"
"374","Get in Dutch! with Leslie Van Ael","Learn Dutch Online | Get Started!",10,"","17 reviews","A varied and interactive course with REAL PRACTICE of what you learn!","https://www.coursetalk.com/providers/udemy/courses/learn-dutch-online-get-started","Udemy","$47.00"
"375","George Ingersoll","Workshop in Probability and Statistics",10,"","17 reviews","This workshop will teach you the fundamentals of statistics in order to give you a leg up at work or in school.","https://www.coursetalk.com/providers/udemy/courses/workshop-in-probability-and-statistics","Udemy","$49.00"
"376","Jim Edwards","How To Start Getting Paid To Write Online: 33 Ways To Do It",10,"","17 reviews","How to find people and sites that pay you reliably for your writing so you can create a ""freedom"" lifestyle w/ writing!","https://www.coursetalk.com/providers/udemy/courses/how-to-start-getting-paid-to-write-online-33-ways-to-do-it","Udemy","$97.00"
"377","Yaniv Golan","70 ECPM Not Magic it's knowledge - Chartboost Revnue Course",10,"","17 reviews","Learn AppNinjaz'es Magical Formula: How to increase and improve your Charboost ECPM and make money in IOS / Google Apps.","https://www.coursetalk.com/providers/udemy/courses/70-ecpm-not-magic-its-knowledge-chartboost-revnue-course","Udemy","$199.00"
"378","Shawn Doyle","Jump Start Your Presentation Skills Today to Be The Best!",10,"","17 reviews","Learn the secrets of speaking from a professional speaker to get promoted faster, make more money & grow your career!!","https://www.coursetalk.com/providers/udemy/courses/jump-start-your-presentation-skills-today","Udemy","$97.00"
"379","Tonya Featherston","Become a Consultant in 5 Steps",10,"","17 reviews","A step by step guide to building a profitable consulting business.","https://www.coursetalk.com/providers/udemy/courses/become-a-consultant-in-5-steps","Udemy","$29.00"
"380","Nate Ginsburg","Secrets of Outsourcing: How To Work Less + Make More Money!",10,"","17 reviews","Free up your time and boost your profits by outsourcing the work you don’t want to do to qualified experts online.","https://www.coursetalk.com/providers/udemy/courses/secrets-of-outsourcing-how-to-work-less-make-more-money","Udemy","$249.00"
"381","UKILLIT Design","Sketch 3 Basics and Step By Step Design Exercises",10,"","16 reviews","Learn the fundamentals of Sketch3 with easy step-by-step examples. Switch from Photoshop & Illustrator & build iOS apps","https://www.coursetalk.com/providers/udemy/courses/learn-sketch-3-and-boost-your-swift-ios-8-app-ui-design","Udemy","$99.00"
"382","Felicia Ricci","Belt Your Face Off: A Complete Guide To Belt Singing",10,"","16 reviews","Learn how to develop your best belt-singing voice with ""Wicked"" actress, singer, and vocal coach Felicia Ricci.","https://www.coursetalk.com/providers/udemy/courses/belt-your-face-off-a-complete-guide-to-belt-singing","Udemy","$118.00"
"383","David Lee Martin","Scrivener For Windows - A Quick And Easy Guide",10,"","16 reviews","The Quickest, Easiest Way To Learn Scrivener For Windows - Guaranteed!","https://www.coursetalk.com/providers/udemy/courses/scrivener-for-windows-a-quick-and-easy-guide","Udemy","$169.00"
"384","Ms. Beth Barany","How to Run a Successful Blog Tour for Novelists",10,"","16 reviews","Launch a blogging tour that will help you sell more books, reach your target audience, & increase your readership.","https://www.coursetalk.com/providers/udemy/courses/how-to-run-a-successful-blog-tour-for-novelists","Udemy","$297.00"
"385","Jason Matthews","Sell Ebooks on Amazon Kindle and Global Retailers",10,"","17 reviews","Self publishing made easy. Sell ebooks at Amazon, Apple, Google, B&N, Kobo, Smashwords, Scribd and major retailers.","https://www.coursetalk.com/providers/udemy/courses/sell-ebooks-on-amazon-kindle-and-global-retailers","Udemy","$59.00"
"386","Sarah Maccarelli Jordan","Create, Market and Sell Hoop Dance Classes for Kids.",10,"","17 reviews","Start Today and Teach Next Week. Anyone Can Do It!","https://www.coursetalk.com/providers/udemy/courses/create-market-and-sell-hoop-dance-classes-for-kids","Udemy","$27.00"
"387","Cleriston Cardoso Cabral","VMware virtualization from Scratch",10,"","16 reviews","Aprenda Instalar, Configurar e Gerenciar a plataforma VMware vSphere 5.1 que é a base utilizada na era Cloud Computing","https://www.coursetalk.com/providers/udemy/courses/vmware-virtualization-from-scratch","Udemy","$236.00"
"388","Simon Sez IT","Learn Microsoft Excel 2010 the Easy Way",10,"","17 reviews","Impress your colleagues and wow your boss with our Microsoft Excel 2010 Beginners course.","https://www.coursetalk.com/providers/udemy/courses/learn-microsoft-excel-2010-2","Udemy","$97.00"
"389","Darryl Marquette","Step by Step Guide to Get Over $100,000 in Business Credit",10,"","16 reviews","The MOST comprehensive Step by Step course to set up ANY Business and GET OVER $100,000 in INDEPENDENT Business Credit!!","https://www.coursetalk.com/providers/udemy/courses/step-by-step-guide-to-get-over-100000-in-business-credit","Udemy","$197.00"
"390","Travis Hancock","Google AdWords: A Step-by-Step Guide",10,"","17 reviews","A step-by-step guide to teach you how to create and manage Google Adwords campaigns for your business, or for clients.","https://www.coursetalk.com/providers/udemy/courses/google-adwords-a-step-by-step-guide","Udemy","$129.00"
"391","Walter Kasmer","Travel English",10,"","16 reviews","Learn how to check in for flights, deal with immigration and customs, order in restaurants and much more!","https://www.coursetalk.com/providers/udemy/courses/travel-english","Udemy","$40.00"
"392","Kyle Slosek","Wireshark Crash Course",10,"","16 reviews","Learn hands on network analysis start to your journey towards a career in network engineering and cyber security","https://www.coursetalk.com/providers/udemy/courses/wireshark-crash-course","Udemy","$29.00"
"393","Koul Advanced Learning","Curso de Excel Avanzado en tres (3) horas",10,"","16 reviews","Aprende las herramientas avanzadas más útiles de Excel en poco tiempo, con ejemplos y ejercicios claros y descargables.","https://www.coursetalk.com/providers/udemy/courses/curso-de-excel-avanzado-en-tres-3-horas","Udemy","$96.00"
"394","Alicia Lyttle","How to use Fiverr to make money online!",10,"","16 reviews","Learn how to build a business online as a freelancer on Fiverr.com.  Step-by-step training to get you started.","https://www.coursetalk.com/providers/udemy/courses/how-to-use-fiverr-to-make-money-online","Udemy","$29.00"
"395","Taffy Wagner","Obamacare - What Everyone Should Know About Health Insurance",10,"","16 reviews","Learn how Obamacare impacts you and your family. Get insurance information that affects millions just like you.","https://www.coursetalk.com/providers/udemy/courses/crash-course-discover-how-obamacare-aca-works","Udemy","$27.00"
"396","Nancy Hendrickson","Freelance Writing: Make Money Moonlighting",10,"","16 reviews","Make money writing for blogs, ebooks, magazines and websites","https://www.coursetalk.com/providers/udemy/courses/freelance-secrets-how-to-become-a-freelance-writer","Udemy","$299.00"
"397","Scott McElroy","French Tenses Simplified: Master the 10 Main Tenses Quickly!",10,"","16 reviews","French tenses can be tough - Lot's to remember and so little time. Master them Quickly with this comprehensive course!","https://www.coursetalk.com/providers/udemy/courses/french-tenses-made-easy-master-the-10-main-tenses-fast","Udemy","$99.00"
"398","Stone River eLearning","Android Apps in 1 Hour: No Coding Required",10,"","16 reviews","Build Android apps with this slick drag and drop system built by Google. No monthly fees.","https://www.coursetalk.com/providers/udemy/courses/android-apps-in-1-hour-no-coding-required","Udemy","Free"
"399","Awesome Inc","Develop and Launch Your First Website in Just One Day!",10,"","16 reviews","Build your first website and learn the basics of HTML & CSS. The course also covers Weebly, Wordpress, and self-hosting.","https://www.coursetalk.com/providers/udemy/courses/develop-and-launch-your-first-website-in-just-one-day","Udemy","$79.00"
"400","Naidy Phoon","CPA Monster : Make Money Online Easily With CPA",10,"","16 reviews","Learn how to make easy money online with CPA offers! A step-by-step system that shows you how to make $50-$125 per day!","https://www.coursetalk.com/providers/udemy/courses/cpa-monster-make-money-online-easily-with-cpa","Udemy","$37.00"
"401","Kirill Eremenko","VPS for Forex Trading - Protect Your Forex Robots",10,"","16 reviews","Forex: A step-by-step guide to setting up your VPS & MetaTrader 4 for reliable Algorithmic Trading in Forex","https://www.coursetalk.com/providers/udemy/courses/vps-for-forex-trading-protect-your-forex-robots-money","Udemy","$249.00"
"402","Jake Johnson","Using Swift to Build an IMDb Search App",10,"","16 reviews","A guide to using Apple's new programming language with the JSON web service to pull real results from IMDb.","https://www.coursetalk.com/providers/udemy/courses/using-swift-to-build-an-imdb-search-app","Udemy","$29.00"
"403","Archer Atlas","Build Your Business Without Breaking the Bank",10,"","16 reviews","Low to No-Cost Strategies for YOU to Get More Customers & Clients, Revenue & Bottom Line Profits NOW","https://www.coursetalk.com/providers/udemy/courses/build-your-business-without-breaking-the-bank","Udemy","$49.00"
"404","Sam Matla","The Practical Way: Learn Electronic Music Production",10,"","16 reviews","A great introductory guide to electronic music production in FL Studio.","https://www.coursetalk.com/providers/udemy/courses/the-practical-way-learn-electronic-music-production","Udemy","$79.00"
"405","Nick Brighton","How To Create a High Converting Landing Page",10,"","16 reviews","A complete beginner's guide to creating a successful, persuasive, high converting landing page for your business","https://www.coursetalk.com/providers/udemy/courses/how-to-create-a-high-converting-landing-page","Udemy","$149.00"
"406","Sandy Ludosky","Foundation 5 - Learn Responsive Design & Rapid Prototyping",10,"","16 reviews","Learn the nuts & bolts of rapid prototyping with Foundation 5, the lightweight framework that makes it faster to code.","https://www.coursetalk.com/providers/udemy/courses/foundation-5-learn-responsive-design-rapid-prototyping","Udemy","$69.00"
"407","Michael Brown","Start Blogging:  Your First WordPress Blog Setup Today",10,"","16 reviews","Learn how to build a WordPress blog in less than a day -- that you are proud of!","https://www.coursetalk.com/providers/udemy/courses/start-blogging-your-first-wordpress-blog-setup-today","Udemy","$69.00"
"408","Jason Teteak","Deliver A Money-Making Presentation: Put Power in Your Pitch",10,"","16 reviews","Learn to Give a Compelling Business Presentation and Get Your Audience to Do What You Want","https://www.coursetalk.com/providers/udemy/courses/deliver-money-making-presentation-put-power-in-your-pitch","Udemy","$97.00"
"409","Jonathan Li","Powerful Persuasive Skills for Business Presentations",10,"","16 reviews","Public Speaking: How To Create & Deliver Business Presentations Persuasively & Powerfully","https://www.coursetalk.com/providers/udemy/courses/powerful-persuasive-skills-for-business-presentations","Udemy","$97.00"
"410","Sandra Burgos, Laura Moreno","Taller Práctico: Desafío de Autoconocimiento en 30 Días",10,"","15 reviews","Conócete a ti misma/o como nunca lo habías hecho antes y toma algunas decisiones que transformarán tu vida","https://www.coursetalk.com/providers/udemy/courses/desafio-de-autoconocimiento-en-30-dias","Udemy","$97.00"
"411","Ryan Oakley","Your First $100 Photography Gig",10,"","15 reviews","Learn how to start a photography business and make your first $100 doing what you love.","https://www.coursetalk.com/providers/udemy/courses/your-first-100-photography-gig","Udemy","$47.00"
"412","Mike Hartman","How To Become Your Personal Best Blueprint System",10,"","15 reviews","Make plans, rituals and goals! Create your vision, story ,work, life & balance","https://www.coursetalk.com/providers/udemy/courses/how-to-become-your-personal-best-online-mastermind-ecourse","Udemy","$97.00"
"413","Richard Sneyd","Create your First Computer Game with Stencyl",10,"","15 reviews","With no previous programming or game design experience, build your own amazing 2D games in just a matter of hours!","https://www.coursetalk.com/providers/udemy/courses/create-your-first-computer-game-with-stencyl","Udemy","$199.00"
"414","Cathy Presland, Michelle Campbell-Scott","Goodreads For Authors",10,"","15 reviews","Discover how to market your book and yourself as an author with 30 million Goodreads users and growing.","https://www.coursetalk.com/providers/udemy/courses/goodreads-for-authors","Udemy","$59.00"
"415","John Price","Outsource Your Life and Business",10,"","15 reviews","Learn how to hire, train and grow a virtual team to automate your life with outsourcing using proven strategies and tips","https://www.coursetalk.com/providers/udemy/courses/outsource-your-life-and-business","Udemy","$197.00"
"416","Mr. Luca Yesupatham Daniel","Sports Betting Crash Course",10,"","15 reviews","Learn how to profit while having fun! A nice 800$ income/monthly? Create your own betting strategy.","https://www.coursetalk.com/providers/udemy/courses/sports-betting-crash-course","Udemy","$99.00"
"417","John Colley","Copywriting 101 - Discover 12 Essential Copywriting Basics",10,"","15 reviews","Copywriting the 80:20 way - Discover 12 Easy to implement Copywriting Secrets to improve your Copywriting today!","https://www.coursetalk.com/providers/udemy/courses/introduction-to-12-essential-principles-of-great-copywriting","Udemy","$97.00"
"418","Travis Scott","Amazon FBA :  Learn to Earn $1k/Month Working Part-Time",10,"","15 reviews","Learn how to use Amazon FBA program to earn over $1k per month from someone who is actually doing it!","https://www.coursetalk.com/providers/udemy/courses/amazon-fba-learn-to-earn-1kmonth-working-part-time","Udemy","$197.00"
"419","Justin Balog","The Art of Mobile Photography",10,"","15 reviews","Discover your own creativity today!","https://www.coursetalk.com/providers/udemy/courses/the-art-of-mobile-photography","Udemy","$19.00"
"420","Martin Perhiniak","Essential Skills for Designers - Masking",10,"","16 reviews","Learn everything you need to know about masking techniques in Adobe Photoshop, Illustrator and InDesign.","https://www.coursetalk.com/providers/udemy/courses/essential-skills-for-designers-masking","Udemy","$49.00"
"421","Gisela Echeverría G.","¡Maestría en Asertividad para Ser Un Ganador en la Vida!",10,"","15 reviews","Curso Avanzado del Entrenamiento Holista y Sistémico en Asertividad ~ ¡El Poder de Confiar en Ti y de Ser Asertivo!","https://www.coursetalk.com/providers/udemy/courses/el-poder-de-confiar-en-ti-y-reconocerte","Udemy","$37.00"
"422","Christelle Donaghy","Prenatal Yoga for Labor",10,"","15 reviews","Birth is Powerful... Let it Empower You!","https://www.coursetalk.com/providers/udemy/courses/prenatal-yoga-for-labor","Udemy","$47.00"
"423","OTIFAS Six Sigma","Six Sigma Green Belt Training",10,"","15 reviews","Complete guide on Six Sigma DMAIC methodology, based on American Society for Quality's body of knowledge for Green Belt.","https://www.coursetalk.com/providers/udemy/courses/six-sigma-green-belt-training","Udemy","$90.00"
"424","Asha Kirkby","Skate-Pro: Inline skating course for adult beginners.",10,"","15 reviews","The how to inline skate course for beginners wanting to feel safe learning to skate, stop, turn and go faster.","https://www.coursetalk.com/providers/udemy/courses/skate-pro-inline-skating-course-for-adult-beginners","Udemy","$22.00"
"425","Scott Duffy","Google Analytics for Udemy",10,"","15 reviews","Google Analytics - learn how to create an analytics account, add it to Udemy, and track your sales and students","https://www.coursetalk.com/providers/udemy/courses/google-analytics-udemy","Udemy","$49.00"
"426","Dante Ramírez","Mejores calificaciones usando tu dispositivo móvil",10,"","15 reviews","Ocupa tu dispositivo a favor de tus estudios y aumenta tu rendimiento escolar con estas estrategias de aprendizaje","https://www.coursetalk.com/providers/udemy/courses/mejores-calificaciones-usando-tu-dispositivo-movil","Udemy","$15.00"
"427","Nuria Cervantes","Redes Sociales para Empresas y Emprendedores",10,"","15 reviews","Aprende desde 0 a sacar partido a tu Empresa o Proyecto con las Redes Sociales ¡Consigue el éxito que necesitas!","https://www.coursetalk.com/providers/udemy/courses/redes-sociales-para-empresas-y-emprendedores","Udemy","$25.00"
"428","Mary Ellen Wiltrout, Nathaniel Schafheimer, Stephen P. Bell, Tania A. Baker, Sera Thornton","Molecular Biology - Part 1: DNA Replication and Repair",10,"MIT","15 reviews","You’re acquainted with your DNA, but did you know that your cells synthesize enough DNA during your lifetime to stretch a lightyear in length? How does the cellular machinery accomplish such a feat without making more mistakes than you can survive? Why isn’t the incidence of cancer even higher than it is? And, if the DNA in each and every cell is two meters long, how is this genetic material compacted to fit inside the cell nucleus without becoming a tangled mess?
 
Are you ready to go beyond the “what"" of scientific information presented in textbooks and explore how scientists deduce the details of these molecular models?
 
Take a behind-the-scenes look at modern molecular genetics, from the classic experimental events that identified the proteins involved in DNA replication and repair to cutting-edge assays that apply the power of genome sequencing. Do you feel confident in your ability to design molecular biology experiments and interpret data from them? We've designed the problems in this course to build your experimental design and data analysis skills.
 
Let’s explore the limits of our current knowledge about the replication machinery and pathways that protect the fidelity of DNA synthesis. If you are up for the challenge, join us in 7.28x Part 1: DNA Replication and Repair.
 
Follow the latest news from MITx Biology @MITxBio on Twitter.

FAQ


	Who can register for this course?

	
		Unfortunately, learners from Iran, Sudan and the Crimea region of Ukraine will not be able to register for this course at the present time. 
		While edX has received a license from the U.S. Office of Foreign Assets Control (OFAC) to offer courses to learners from Iran and Sudan our license does not cover this course. 
		Separately, EdX has applied for a license to offer courses to learners in the Crimea region of Ukraine, but we are awaiting a determination from OFAC on that application. 
		We are deeply sorry the U.S. government has determined that we have to block these learners, and we are working diligently to rectify this situation as soon as possible.","https://www.coursetalk.com/providers/edx/courses/molecular-biology-part-1-dna-replication-and-repair","edX","Free"
"429","K Michael Russell","Learn Comic Book Coloring: Color Comics Like The Pros v1.0",10,"","15 reviews","Learn how to digitally color comic, anime, or manga art with Photoshop from a professional colorist--includes brushes!","https://www.coursetalk.com/providers/udemy/courses/the-art-of-coloring-comics","Udemy","$199.00"
"430","Michele Berner","Pixlr Power: How to use the Pixlr Editor",10,"","15 reviews","Master photo editing of digital images to enhance your digital photography.","https://www.coursetalk.com/providers/udemy/courses/pixlr-power-how-to-use-the-pixlr-editor","Udemy","$99.00"
"431","Sam Atkinson","Business Website for Beginners and Solopreneurs",10,"","15 reviews","Business website in two hours including domain, hosting, email, mailing list, eCommerce, analytics and blog.","https://www.coursetalk.com/providers/udemy/courses/build-your-business-website-and-sell-your-product-online","Udemy","$28.00"
"432","Len Smith, Sean Kaye","Public Speaking, presentations - painless and powerful",10,"","15 reviews","Public speaking ? Forget the fear and learn to enjoy giving fantastic presentations . Powerful, persuasive, confident.","https://www.coursetalk.com/providers/udemy/courses/powerful-presentation-skills-pitch-perfect-presentations","Udemy","$120.00"
"433","Rob Cubbon","Create A Custom Responsive WordPress Website For A Client",10,"","15 reviews","You can charge a client much more with a responsive WordPress website that exactly matches their expectations","https://www.coursetalk.com/providers/udemy/courses/create-a-custom-responsive-wordpress-website-for-a-client","Udemy","$149.00"
"434","Huntly Mayo Malasky","Credit Scores: How Personal Credit Works",10,"","15 reviews","Learn everything you need to know about how your credit score works and how to improve it!","https://www.coursetalk.com/providers/udemy/courses/credit-scores-how-personal-credit-works","Udemy","$19.00"
"435","John Shea, Vincent Boccalino","How To Outsource SEO With Fiverr To Generate Profit",10,"","15 reviews","Learn How To Generate Income Online By Offering SEO Services You Can Outsource With Fiverr","https://www.coursetalk.com/providers/udemy/courses/how-to-outsource-seo-with-fiverr-to-generate-profit","Udemy","$67.00"
"436","Dra Odile Fernandez, María del Mar Jiménez Redal","Alimentación Anticáncer",10,"","15 reviews","Consejos útiles para mejorar nuestra alimentación y salud de forma sencilla en el día a día y 28 recetas anticáncer","https://www.coursetalk.com/providers/udemy/courses/alimentacion-anticancer","Udemy","$99.00"
"437","Alex Genadinik","Business plan today! Business planning made simple",10,"","15 reviews","Business plan course: Learn to write a great business plan, create a great business strategy & impress investors","https://www.coursetalk.com/providers/udemy/courses/business-plan-today-business-planning-made-simple","Udemy","$99.00"
"438","Mr Aldo Mencaraglia","Come scrivere il CV in Inglese per trovare lavoro all'estero",10,"","15 reviews","Impara i segreti di come scrivere un CV in inglese efficace per trovare un nuovo lavoro all'estero.","https://www.coursetalk.com/providers/udemy/courses/come-scrivere-il-cv-in-inglese-per-trovare-lavoro-allestero","Udemy","$25.00"
"439","Asi Meir","Outsmart the mass media and get Maximum exposure online",10,"","15 reviews","Introduction With Native Marketing. Get to Know 2 New Platforms That Will Get You Leverage on Your Competitors.","https://www.coursetalk.com/providers/udemy/courses/outsmart-the-mass-media-and-get-maximum-exposure-online","Udemy","$19.00"
"440","Jewel Tolentino & Auret Esselen","25 Steps to Rock Your YouTube Views",10,"","15 reviews","Attention Artists & Performers! Learn how to Maximize the Views on Your Cover Videos in 1 Week Without Paying a Cent!","https://www.coursetalk.com/providers/udemy/courses/25-steps-to-rock-your-youtube-views","Udemy","$9.00"
"441","Tom Kenemore","Google, Facebook & Yelp Online Review Marketing For Business",10,"","14 reviews","Best Marketing Money Can’t Buy! Skyrocket Your Leads, Sales, and Reputation with the Most Trusted Form of Free Marketing","https://www.coursetalk.com/providers/udemy/courses/google-facebook-twitter-online-review-secrets-entrepreneurs","Udemy","$197.00"
"442","John Piteo","How to Create Promo Videos in PowerPoint",10,"","15 reviews","Make Powerful Promo Videos for your Business Without Getting in Front of a Camera.  It’s Easy to Learn & Fun!","https://www.coursetalk.com/providers/udemy/courses/how-to-create-promo-explainer-videos-in-powerpoint","Udemy","$97.00"
"443","Toby Weston","What's New in Java 8: Lamdas",10,"","14 reviews","An in-depth look at the new features of Java 8","https://www.coursetalk.com/providers/udemy/courses/whats-new-in-java-8","Udemy","$59.00"
"444","Selim Tolga","Become an instant magician with the best Simple Magic Tricks",10,"","14 reviews","Magicians most guarded secrets are tricks which are EASY to master & get BIG reactions. Become an instant magician now!","https://www.coursetalk.com/providers/udemy/courses/learn-the-best-simple-magic-tricks","Udemy","$49.00"
"445","Sandy Ludosky","Flat Design Tutorial with Photoshop",10,"","14 reviews","Create a stunning web design mockup with Flat Design and Photoshop","https://www.coursetalk.com/providers/udemy/courses/flat-design-tutorial-with-photoshop","Udemy","$29.00"
"446","Victory 3D","3D Character Creation: Sculpting in Zbrush",10,"","14 reviews","Step-by-step tutorial of how to sculpt a detailed character in Zbrush (Available for both Streaming & Download)","https://www.coursetalk.com/providers/udemy/courses/3d-character-creation-sculpting-in-zbrush","Udemy","$9.00"
"447","Camillo Loken","How learning The 12 Universal Laws will change your life",10,"","14 reviews","Learn how universal laws are governing your life and how you can utilise this knowledge to improve your life.","https://www.coursetalk.com/providers/udemy/courses/how-learning-the-12-universal-laws-will-change-your-life","Udemy","$297.00"
"448","Matthias Bellmann, Sandor Kiss","The McKinsey Way Of Excel Hacking and Dynamic Charting",10,"","14 reviews","Former Top Strategy Consultant Reveals How To Master the #1 Skill Every Employer Wants Almost Overnight","https://www.coursetalk.com/providers/udemy/courses/excel-hacking-and-dynamic-charts","Udemy","$300.00"
"449","Dawn Walton","How to avoid screwing up your kids",10,"","14 reviews","Four lessons to use when your kids are growing up to teach them resilience and make them feel loved.","https://www.coursetalk.com/providers/udemy/courses/how-to-avoid-screwing-up-your-kids","Udemy","$29.00"
"450","Core Freedom Academy","Teleseminar Mastery Course: Create Courses With Your Phone",10,"","14 reviews","Enjoy Passive Income and Build a 6-Figure Automated Business by Creating Digitally Downloadable Content.","https://www.coursetalk.com/providers/udemy/courses/teleseminars-how-to-set-your-revenue-stream-on-auto-pilot","Udemy","$299.00"
"451","Lisa Powers","Reiki Level I, II and Master Certification",10,"","14 reviews","Learn Reiki Levels 1, 2 and Master Level to become a Certified Traditional Usui Reiki Practitioner/Instructor","https://www.coursetalk.com/providers/udemy/courses/reiki-level-i-ii-and-master-certification","Udemy","$199.00"
"452","Fran Piggott","Get Your Marketing In Order For Higher Profits",10,"","14 reviews","Marketing Strategy & Planning -  Easy Step-by-Step Instructions With Videos, PDFs & Action Plans","https://www.coursetalk.com/providers/udemy/courses/get-your-marketing-in-order-for-higher-profits","Udemy","$97.00"
"453","Lisa Mahar","Success: Achieve Career Success With Emotional Intelligence",10,"","14 reviews","Learn the skill that 90% of top performers use to increase their performance in the workplace.","https://www.coursetalk.com/providers/udemy/courses/how-to-develop-emotional-intelligence-in-the-workplace","Udemy","$59.00"
"454","David Lantz","How to Teach Online 24/7/365",10,"","14 reviews","Proven Strategies for Motivating Students, Establishing Expectations, and Building Community Online","https://www.coursetalk.com/providers/udemy/courses/how-to-teach-online-247365","Udemy","$29.00"
"455","Jason Matthews","Rise in Searches, Bestselling Keywords for Amazon Authors",10,"","14 reviews","Sell more books on Amazon with better keywords. Self publishing tips for writers that make your book higher in results.","https://www.coursetalk.com/providers/udemy/courses/rise-in-searches-bestselling-keywords-for-amazon-authors","Udemy","$29.00"
"456","Mike Pitt","How to TurboCharge Your Business with a Blog",10,"","14 reviews","Blogging for Business and Social Media - For Business Owners and Entrepreneurs","https://www.coursetalk.com/providers/udemy/courses/how-to-turbocharge-your-business-with-a-blog","Udemy","$300.00"
"457","Daniel Strong","Excel VBA for Business: Barcodes",10,"","14 reviews","Excel VBA guide to make your own Excel VBA Programs to simplify your life using Barcodes! Step by step inventory system!","https://www.coursetalk.com/providers/udemy/courses/excel-vba-for-business-barcodes","Udemy","$49.00"
"458","Turiya Moore","Meditation For Beginners: For Deep Daily Practice",10,"","14 reviews","Learn how to meditate deeply while getting the support you need to create a solid daily meditation practice at home.","https://www.coursetalk.com/providers/udemy/courses/the-art-science-of-meditation-for-beginners","Udemy","$49.00"
"459","Jared Waxman","A/B Testing The Easy Way",10,"","14 reviews","Learn A/B Testing secret short cuts and forget the statistics.  In under 35 minutes you can learn how to do it right!","https://www.coursetalk.com/providers/udemy/courses/ab-testing-the-easy-way","Udemy","$99.00"
"460","Rob Walling","A Startup’s Guide to Hiring a Virtual Assistant",10,"","14 reviews","Why every startup should hire a virtual assistant (VA), answers to your questions, and how to hire and manage your VA.","https://www.coursetalk.com/providers/udemy/courses/a-startups-guide-to-hiring-a-virtual-assistant","Udemy","$99.00"
"461","Partha Bhattacharya","SEO for StartUp Business",10,"","13 reviews","SEO Best Practices for Beginners to Start Web Business","https://www.coursetalk.com/providers/udemy/courses/seo-for-startup-business","Udemy","$59.00"
